Title,Description,Language,Badges,Stars
render-timing-for-unity,GPU time metric for Unity apps (currently limited to Android/GLES),C++,"android,graphics-rendering,quality,unity,measurements",136
tcp_killer,Shuts down a TCP connection on Linux or macOS. Local and remote endpoint arguments can be copied from the output of 'netstat -lanW'.,Python,,197
madi,,Python,,57
supersonic,"Supersonic is an ultra-fast, column oriented query engine library written in C++",C++,,198
files.dart,A filesystem API with implementations for multiple environments,Dart,,20
region-flags,Collection of flags for BCP 47 region codes in SVG / PNG,HTML,,203
it-cert-automation,Code shown in the videos for the Google IT Automation with Python Professional Certificate,Python,,11
fhir-ml,,0,,2
it-cert-automation-project,Files used in the final project of the Google IT Automation with Python Professional Certificate,Python,,16
jws,JSON Web Signature (JWS),Python,,57
ruby-openid-apps-discovery,,Ruby,,35
x,,0,,3
orchestra,Advertising Data Lakes and Workflow Automation,Python,,45
gke-auditor,,Java,,69
CodeCity,Google's Code City is a social programming environment. It offers a comic book inspired virtual world where programmers can write code collaboratively.,JavaScript,,176
mweb-analysis-tools,,JavaScript,,5
fusion-tables-drive-export,,TypeScript,,5
eventid-js,"Monotonically increasing per machine, globally unique eventids for JavaScript",TypeScript,,70
node-h2-auto-push,HTTP/2 automatic server push,TypeScript,,327
js-green-licenses,JavaScript package.json License Checker,TypeScript,,149
causalexpanalysis,Causal and Experiment Analysis,R,,14
oodle-demo,Oodle - an unofficial Google Doodles web app,HTML,,73
poweranalysis,Power/Precision Analysis to Determine Minimum Sample Size and Effect,R,,4
zetasketch,"A collection of libraries for single-pass, distributed, sublinear-space approximate aggregation and sketching algorithms. Currently: HyperLogLog++; more to come.",Java,,127
node-fastify-auto-push,Fastify plugin for HTTP/2 automatic server push,TypeScript,,95
semantic-release-replace-plugin,Update version strings with semantic-release.,TypeScript,,75
tacotron,"Audio samples accompanying publications related to Tacotron, an end-to-end speech synthesis model.",HTML,"audio,machine-learning,speech,tts,prosody,tacotron",515
jira-to-issues,,TypeScript,,15
fusion-tables-archive-visualizer,,TypeScript,,31
emoji-scavenger-hunt,Emoji Scavenger Hunt is an experiment that leverages the power of neural networks and your phone’s camera to identify the real world versions of the emojis we use every day.,TypeScript,,793
coding-with-chrome-libraries,General-purpose library and robotics framwork used by Coding with Chrome.,JavaScript,"api,library,robot,javascript,chrome",19
ngrx-visualizer,,TypeScript,,15
hdrnet,"An implementation of 'Deep Bilateral Learning for Real-Time Image Enhancement', SIGGRAPH 2017",Python,,695
grinder.dart,"Dart workflows, automated",Dart,,232
mentornet,Code for MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks,Python,"google,deep-learning,label,noisy-data,noisy",300
sg2im,"Code for ""Image Generation from Scene Graphs"", Johnson et al, CVPR 2018",Python,,1235
pullsheet,Generate spreadsheets based on GitHub contributions,Go,github,60
CausalImpact,An R package for causal inference in time series,R,,1465
MOE,Make Opensource Easy - tools for synchronizing repositories,Java,,414
ent,,Go,"universal,cas,merkle-tree,hacktoberfest,dag,content-addressable-storage",30
pack-n-play,🚀🐢 A tool to validate your library can be consumed by other TypeScript projects.,TypeScript,"tools,typescript",47
tritious,,JavaScript,,5
serde_json5,,Apache-2.0,,2
json5format,"JSON5 (a.k.a., ""JSON for Humans"") formatter that preserves contextual comments",Rust,"rust,rust-library,json5",55
acai,Testing library for JUnit4 and Guice.,Java,"java,frontend,backend,guice,acai,junit4",73
ftc-object-detection,Object detection with machine learning for FTC!,C++,,35
tsunami,,TypeScript,,4
containerregistry,A set of Python libraries and tools for interacting with a Docker Registry.,Python,"docker,docker-image,docker-registry,gcloud,docker-images,google-containers,gcloud-sdk",195
open-location-code-swift,"Swift implementation of Open Location Code (Plus Codes). Supports Swift and Objective-C for iOS, macOS, tvOS and watchOS, and Swift for Linux.",Swift,,43
open-dice,,0,,1
midi-dump-tools,A collection of tools that dump MIDI to a variety of formats,C,,27
sky-optimization,Repository and website for Sky Optimization: Semantically aware image processing of skies in low-light photography,Apache-2.0,,35
macops-planb,Plan B is a remediation program for managed Macs,Objective-C,,135
image-supplemental-feed-creator,,Python,,1
compare_gan,Compare GAN code.,Python,,1790
zeroshell-linode,Script for Zeroshell installation on Linode (Xen),Shell,,13
apis-client-generator,"The Google APIs Client Generator is a tool for generating client libraries for APIs based on the Google API Discovery format. It is based on the same core technology Google uses to publish their API libraries. Current support is for C++, C#/.NET, Dart, Java, Java/GWT, and PHP.",Python,,156
gae-secure-scaffold-python,,Python,,109
prefetchalyzer,Identify impactful pre-fetch and pre-cache opportunities across web pages in user flow by analyzing HAR logs,Vue,"javascript,performance,web,har,prefetch,webperf,precache",8
dart-gl,OpenGL ES 2.0 Dart Native Extension,C++,,90
network-mapper,,Apache-2.0,,50
mako,Mako - A performance testing library and service,C++,,57
sling,SLING - A natural language frame semantics parser,C++,"nlp,machine-learning,natural-language-processing,neural-network,jit-compiler,natural-language-understanding,frame-semantic-parsing",1913
tie,,JavaScript,,373
reflectable.dart,Reflectable is a Dart library that allows programmers to eliminate certain usages of dynamic reflection by specialization of reflective code to an equivalent implementation using only static techniques. The use of dynamic reflection is constrained in order to ensure that the specialized code can be generated and will have a reasonable size.,Dart,,306
ts-bridge,Time Series Bridge: a tool to import metrics from one monitoring system to another,Go,"monitoring,timeseries,datadog,stackdriver",40
sandboxed-api,Generates sandboxes for C/C++ libraries automatically,C++,"security,cplusplus,sandbox,sandboxing,security-hardening,apache-license-2,cplusplus-17",1534
dwh-assessment-extraction-tool,,Java,,13
gpt-disk-rs,Rust libraries for working with GPT (GUID Partition Table) disk data,Rust,,21
gke-policy-automation,Tool and policy library for reviewing Google Kubernetes Engine clusters against best practices,Go,"policy,gke,opa,rego,gcp",402
zx,A tool for writing better scripts,JavaScript,"javascript,nodejs,shell,bash,cli",34203
ios-webkit-debug-proxy,A DevTools proxy (Chrome Remote Debugging Protocol) for iOS devices (Safari Remote Web Inspector).,C,,5561
mozc,Mozc - a Japanese Input Method Editor designed for multi-platform,C++,,1132
.github,default configuration for @google repos,,,70
tcli,,Python,,6
automl,Google Brain AutoML,Jupyter Notebook,"object-detection,automl,efficientnet,efficientdet,efficientnetv2",5143
caliper,Micro-benchmarking library for Java,Java,,767
closure-compiler-npm,Package for managing and documenting closure-compiler for use via npm,JavaScript,,315
sagetv,SageTV is a cross-platform networked DVR and media management system,Java,,255
talkback,,Java,,363
eng-practices,Google's Engineering Practices documentation,,,18779
create-service-account,Scripts to automate the creation of service accounts for Google Workspace migration products,Python,,12
go-cloud,The Go Cloud Development Kit (Go CDK): A library and tools for open cloud development in Go.,Go,"go,golang,aws,cloud,server,portable,azure",8582
skywater-pdk-libs-sky130_fd_sc_hd,"""High density"" digital standard cells for SKY130 provided by SkyWater.",Verilog,"asic,eda,ic,silicon,integrated-circuits,openroad,sky130",7
quota-monitoring-solution,,Java,,10
ground-platform,"Ground hosted components: Web console, Cloud Functions, db config",TypeScript,,96
webauthndemo,An example Node.js Relying Party implementation of the WebAuthn specification,TypeScript,"security,authentication,example,google-appengine,authentication-backend,relying-party,webauthn",345
android-key-attestation,Android Key Attestation validation library,Java,"security,android,java",84
functional-objc,Functional operators for Objective-C,Objective-C,"functional,objective-c,operators",340
tsunami-security-scanner-plugins,This project aims to provide a central repository for many useful Tsunami Security Scanner plugins.,Java,,792
gf180mcu-pdk,PDK for GlobalFoundries' 180nm MCU bulk process technology (GF180MCU).,Makefile,"asic,eda,pdk,openroad,180nm,globalfoundries,gf180mcu",169
compile-testing,Testing tools for javac and annotation processors,Java,,627
globalfoundries-pdk-libs-gf180mcu_fd_sc_mcu7t5v0,7 track standard cells for GF180MCU provided by GlobalFoundries.,Verilog,"asic,eda,pdk,openroad,180nm,standard-cells,globalfoundries",15
globalfoundries-pdk-libs-gf180mcu_fd_sc_mcu9t5v0,9 track standard cells for GF180MCU provided by GlobalFoundries.,Verilog,"asic,eda,pdk,openroad,180nm,standard-cells,globalfoundries",14
tamperchrome,Tamper Dev is an extension that allows you to intercept and edit HTTP/HTTPS requests and responses as they happen without the need of a proxy. Works across all operating systems (including Chrome OS).,TypeScript,"debugging,security,extension,web",4041
prefab,Prefab is a tool for generating build system integrations for prebuilt C/C++ libraries.,Kotlin,,138
modernstorage,ModernStorage is a group of libraries that provide an abstraction layer over storage on Android to simplify its interactions,Kotlin,"storage,mediastore,storage-access-framework,android,kotlin",1100
radium,,HTML,,4
TestParameterInjector,A simple yet powerful parameterized test runner for Java.,Java,"testing,junit4,junit5,parameterized-tests,java",305
gofuzz,Fuzz testing for go.,Go,,1314
libcppbor,,C++,,5
bamboo-soy,An intellij plugin supporting Closure Template language (Soy),Java,"intellij-plugin,closure-templates,intellij,soy",44
k8s-digester,"Add digests to container and init container images in Kubernetes pod and pod template specs. Use either as a mutating admission webhook, or as a client-side KRM function with kpt or kustomize.",Go,"go,docker,gcp,google-cloud-platform,container-registry,kpt,google-kubernetes-engine",59
AndroidForegroundCompat,Backported view foreground support for Android 5.0+,Java,"android,android-library",62
incremental-dom,An in-place DOM diffing library,TypeScript,,3474
digitalassetlinks,,PureBasic,,68
vscode-bigquery,A Visual Studio Code plugin for running BigQuery queries.,TypeScript,"bigquery,extension,sql,vscode",128
psp,,C,,207
traceur-compiler,Traceur is a JavaScript.next-to-JavaScript-of-today compiler,JavaScript,,8176
greasy,,Shell,,3
marzipano,A 360° media viewer for the modern web.,JavaScript,,1694
libhidtelephony,,TypeScript,,6
python-temescal,Python control for LG speaker systems,Python,,17
airdialogue,,Python,,37
referring-manipulation,,Python,,9
gnostic-models,,Go,,5
aistreamer,Google AIStreamer,C++,,127
trimmed_match,This Python library implements Trimmed Match for analyzing randomized paired geo experiments and also implements Trimmed Match Design for designing randomized paired geo experiments.,Python,"causal-inference,abtest,experimental-design,robust-statistics,iroas,geo-experiments",37
skywater-pdk-libs-sky130_fd_pr_reram,SKY130 ReRAM and examples (SkyWater Provided),Apache-2.0,"asic,eda,silicon,ngspice,xyce,pdk,openroad",22
vscode-zxdb,,TypeScript,,3
data-pills,,Jupyter Notebook,,12
corpuscrawler,Crawler for linguistic corpora,Python,"crawling,linguistics,corpus-linguistics,corpus-builder,minority-language",156
sample-sql-translator,,Python,,32
gfbuild-SPIRV-Tools,A set of scripts for building SPIRV-Tools for the GraphicsFuzz project,Shell,,8
moodle-on-gcp,,Shell,,15
google-drive-proxy,"Google Drive Proxy is a Windows service that provides a simpler interface to the Google Drive API for other applications. It transparently handles authentication, synchronization and managing a cache of downloaded files.",C#,,77
google-drive-shell-extension,Google Drive Shell Extension is a Shell Namespace Extension for Microsoft Windows. It creates a virtual folder on My Computer that allows the user to interact with his Google Drive account transparently through Windows Explorer.,C++,,145
chive-prosody,Audio samples accompanying publications related to CHiVE prosody models.,HTML,,2
built_value.dart,"Immutable value types, enum classes, and serialization.",Dart,,805
peoplemath,Web application for team planning,TypeScript,,107
cloud-forensics-utils,Python library to carry out DFIR analysis on the Cloud,Python,,325
typograms,,JavaScript,,18
go-replayers,,Go,,337
s2a-go,,Go,,9
flogger,A Fluent Logging API for Java,Java,logging,1403
brain_autorl,,Python,,20
snappy,A fast compressor/decompressor,C++,,5371
ink-stroke-modeler,C++ library for beautifully smoothing freehand (touch/stylus/pointer) input.,C++,,18
